Date(UTC),UnixTimeStamp,Value
2018-02-09,1518134400,789807
2018-02-10,1518220800,848390
2018-02-11,1518307200,773496
2018-02-12,1518393600,829020
2018-02-13,1518480000,745822
2018-02-14,1518566400,746384
2018-02-15,1518652800,777318
2018-02-16,1518739200,704758
2018-02-17,1518825600,772079
2018-02-18,1518912000,756092
2018-02-19,1518998400,811384
2018-02-20,1519084800,886897
2018-02-21,1519171200,850504
2018-02-22,1519257600,761893
2018-02-23,1519344000,733084
2018-02-24,1519430400,732861
2018-02-25,1519516800,690582
2018-02-26,1519603200,737453
2018-02-27,1519689600,694583
2018-02-28,1519776000,720368
2018-03-01,1519862400,684404
2018-03-02,1519948800,744666
2018-03-03,1520035200,673465
2018-03-04,1520121600,643241
2018-03-05,1520208000,752756
2018-03-06,1520294400,712591
2018-03-07,1520380800,783757
2018-03-08,1520467200,690139
2018-03-09,1520553600,650058
2018-03-10,1520640000,591377
2018-03-11,1520726400,608899
2018-03-12,1520812800,677908
2018-03-13,1520899200,699093
2018-03-14,1520985600,671198
2018-03-15,1521072000,654531
2018-03-16,1521158400,654584
2018-03-17,1521244800,593203
2018-03-18,1521331200,684094
2018-03-19,1521417600,703891
2018-03-20,1521504000,661791
2018-03-21,1521590400,697872
2018-03-22,1521676800,619453
2018-03-23,1521763200,677103
2018-03-24,1521849600,613203
2018-03-25,1521936000,526372
2018-03-26,1522022400,626615
2018-03-27,1522108800,584055
2018-03-28,1522195200,579858
2018-03-29,1522281600,583673
2018-03-30,1522368000,633616
2018-03-31,1522454400,584396
2018-04-01,1522540800,545141
2018-04-02,1522627200,598505
2018-04-03,1522713600,645977
2018-04-04,1522800000,628441
2018-04-05,1522886400,695871
2018-04-06,1522972800,647981
2018-04-07,1523059200,535865
2018-04-08,1523145600,595733
2018-04-09,1523232000,609799
2018-04-10,1523318400,571388
2018-04-11,1523404800,609102
2018-04-12,1523491200,692606
2018-04-13,1523577600,730344
2018-04-14,1523664000,611188
2018-04-15,1523750400,619985
2018-04-16,1523836800,664402
2018-04-17,1523923200,742823
2018-04-18,1524009600,703293
2018-04-19,1524096000,814318
2018-04-20,1524182400,832220
2018-04-21,1524268800,746104
2018-04-22,1524355200,748858
2018-04-23,1524441600,802870
2018-04-24,1524528000,816357
2018-04-25,1524614400,799014
2018-04-26,1524700800,793873
2018-04-27,1524787200,764479
2018-04-28,1524873600,775321
2018-04-29,1524960000,756651
2018-04-30,1525046400,778133
2018-05-01,1525132800,713839
2018-05-02,1525219200,787722
2018-05-03,1525305600,839586
2018-05-04,1525392000,1000526
2018-05-05,1525478400,789261
2018-05-06,1525564800,691273
2018-05-07,1525651200,789863
2018-05-08,1525737600,820098
2018-05-09,1525824000,831127
2018-05-10,1525910400,854827
2018-05-11,1525996800,826099
2018-05-12,1526083200,788487
2018-05-13,1526169600,762439
2018-05-14,1526256000,801788
2018-05-15,1526342400,779210
2018-05-16,1526428800,807257
2018-05-17,1526515200,835761
2018-05-18,1526601600,831831
2018-05-19,1526688000,846288
2018-05-20,1526774400,777283
2018-05-21,1526860800,802211
2018-05-22,1526947200,822409
2018-05-23,1527033600,833377
2018-05-24,1527120000,811167
2018-05-25,1527206400,800838
2018-05-26,1527292800,761932
2018-05-27,1527379200,776024
2018-05-28,1527465600,861002
2018-05-29,1527552000,812183
2018-05-30,1527638400,817167
2018-05-31,1527724800,832842
2018-06-01,1527811200,758242
2018-06-02,1527897600,768017
2018-06-03,1527984000,809997
2018-06-04,1528070400,807165
2018-06-05,1528156800,780654
2018-06-06,1528243200,754070
2018-06-07,1528329600,775828
2018-06-08,1528416000,720017
2018-06-09,1528502400,769427
2018-06-10,1528588800,771280
2018-06-11,1528675200,768985
2018-06-12,1528761600,770199
2018-06-13,1528848000,797637
2018-06-14,1528934400,765916
2018-06-15,1529020800,763803
2018-06-16,1529107200,639775
2018-06-17,1529193600,648548
2018-06-18,1529280000,695753
2018-06-19,1529366400,778765
2018-06-20,1529452800,803076
2018-06-21,1529539200,752035
2018-06-22,1529625600,770457
2018-06-23,1529712000,675918
2018-06-24,1529798400,671994
2018-06-25,1529884800,837265
2018-06-26,1529971200,732170
2018-06-27,1530057600,771938
2018-06-28,1530144000,744784
2018-06-29,1530230400,735092
2018-06-30,1530316800,632981
2018-07-01,1530403200,622633
2018-07-02,1530489600,489559
2018-07-03,1530576000,573532
2018-07-04,1530662400,447112
2018-07-05,1530748800,527586
2018-07-06,1530835200,459075
2018-07-07,1530921600,484105
2018-07-08,1531008000,631505
2018-07-09,1531094400,651926
2018-07-10,1531180800,691771
2018-07-11,1531267200,643920
2018-07-12,1531353600,566058
2018-07-13,1531440000,563317
2018-07-14,1531526400,508951
2018-07-15,1531612800,453706
2018-07-16,1531699200,703999
2018-07-17,1531785600,701292
2018-07-18,1531872000,746145
2018-07-19,1531958400,734702
2018-07-20,1532044800,671608
2018-07-21,1532131200,620634
2018-07-22,1532217600,675356
2018-07-23,1532304000,758657
2018-07-24,1532390400,784910
2018-07-25,1532476800,787527
2018-07-26,1532563200,725630
2018-07-27,1532649600,788715
2018-07-28,1532736000,703973
2018-07-29,1532822400,716354
2018-07-30,1532908800,757712
2018-07-31,1532995200,745063
2018-08-01,1533081600,757758
2018-08-02,1533168000,779928
2018-08-03,1533254400,753190
2018-08-04,1533340800,720548
2018-08-05,1533427200,704249
2018-08-06,1533513600,699536
2018-08-07,1533600000,636342
2018-08-08,1533686400,565663
2018-08-09,1533772800,538530
2018-08-10,1533859200,613892
2018-08-11,1533945600,657312
2018-08-12,1534032000,641927
2018-08-13,1534118400,694941
2018-08-14,1534204800,690348
2018-08-15,1534291200,648565
2018-08-16,1534377600,716732
2018-08-17,1534464000,607270
2018-08-18,1534550400,627522
2018-08-19,1534636800,599660
2018-08-20,1534723200,663769
2018-08-21,1534809600,605639
2018-08-22,1534896000,594918
2018-08-23,1534982400,599557
2018-08-24,1535068800,596227
2018-08-25,1535155200,577239
2018-08-26,1535241600,574072
2018-08-27,1535328000,645935
2018-08-28,1535414400,613844
2018-08-29,1535500800,546841
2018-08-30,1535587200,592847
2018-08-31,1535673600,577258
2018-09-01,1535760000,656254
2018-09-02,1535846400,620267
2018-09-03,1535932800,631429
2018-09-04,1536019200,589521
2018-09-05,1536105600,626957
2018-09-06,1536192000,588959
2018-09-07,1536278400,582184
2018-09-08,1536364800,543337
2018-09-09,1536451200,565631
2018-09-10,1536537600,561611
2018-09-11,1536624000,557317
2018-09-12,1536710400,570673
2018-09-13,1536796800,555753
2018-09-14,1536883200,514394
2018-09-15,1536969600,479695
2018-09-16,1537056000,458432
2018-09-17,1537142400,553720
2018-09-18,1537228800,500513
2018-09-19,1537315200,507255
2018-09-20,1537401600,498146
2018-09-21,1537488000,544686
2018-09-22,1537574400,470309
2018-09-23,1537660800,468627
2018-09-24,1537747200,480337
2018-09-25,1537833600,519108
2018-09-26,1537920000,493507
2018-09-27,1538006400,504047
2018-09-28,1538092800,500407
2018-09-29,1538179200,434315
2018-09-30,1538265600,479351
2018-10-01,1538352000,476308
2018-10-02,1538438400,490262
2018-10-03,1538524800,559006
2018-10-04,1538611200,559181
2018-10-05,1538697600,595361
2018-10-06,1538784000,596865
2018-10-07,1538870400,497767
2018-10-08,1538956800,542842
2018-10-09,1539043200,537028
2018-10-10,1539129600,516772
2018-10-11,1539216000,570525
2018-10-12,1539302400,562140
2018-10-13,1539388800,541797
2018-10-14,1539475200,511719
2018-10-15,1539561600,562011
2018-10-16,1539648000,575450
2018-10-17,1539734400,580354
2018-10-18,1539820800,565791
2018-10-19,1539907200,601119
2018-10-20,1539993600,534080
2018-10-21,1540080000,508014
2018-10-22,1540166400,577314
2018-10-23,1540252800,556231
2018-10-24,1540339200,532709
2018-10-25,1540425600,537236
2018-10-26,1540512000,551218
2018-10-27,1540598400,499165
2018-10-28,1540684800,509862
2018-10-29,1540771200,614695
2018-10-30,1540857600,608397
2018-10-31,1540944000,585707
2018-11-01,1541030400,589096
2018-11-02,1541116800,548534
2018-11-03,1541203200,505015
2018-11-04,1541289600,510848
2018-11-05,1541376000,582354
2018-11-06,1541462400,597166
2018-11-07,1541548800,564602
2018-11-08,1541635200,555392
2018-11-09,1541721600,547848
2018-11-10,1541808000,489120
2018-11-11,1541894400,527799
2018-11-12,1541980800,571162
2018-11-13,1542067200,553590
2018-11-14,1542153600,582181
2018-11-15,1542240000,563051
2018-11-16,1542326400,552107
2018-11-17,1542412800,505581
2018-11-18,1542499200,484801
2018-11-19,1542585600,622942
2018-11-20,1542672000,625752
2018-11-21,1542758400,579531
2018-11-22,1542844800,568895
2018-11-23,1542931200,559992
2018-11-24,1543017600,497091
2018-11-25,1543104000,529038
2018-11-26,1543190400,557388
2018-11-27,1543276800,565825
2018-11-28,1543363200,622580
2018-11-29,1543449600,555591
2018-11-30,1543536000,599039
2018-12-01,1543622400,525757
2018-12-02,1543708800,492410
2018-12-03,1543795200,548100
2018-12-04,1543881600,565202
2018-12-05,1543968000,595937
2018-12-06,1544054400,590923
2018-12-07,1544140800,572417
2018-12-08,1544227200,552651
2018-12-09,1544313600,507555
2018-12-10,1544400000,555379
2018-12-11,1544486400,536006
2018-12-12,1544572800,533920
2018-12-13,1544659200,565689
2018-12-14,1544745600,567306
2018-12-15,1544832000,551916
2018-12-16,1544918400,516697
2018-12-17,1545004800,570051
2018-12-18,1545091200,556320
2018-12-19,1545177600,597824
2018-12-20,1545264000,602429
2018-12-21,1545350400,606526
2018-12-22,1545436800,495551
2018-12-23,1545523200,543655
2018-12-24,1545609600,615551
2018-12-25,1545696000,535001
2018-12-26,1545782400,560047
2018-12-27,1545868800,548411
2018-12-28,1545955200,572189
2018-12-29,1546041600,543746
2018-12-30,1546128000,460395
2018-12-31,1546214400,522040
2019-01-01,1546300800,448168
2019-01-02,1546387200,589959
2019-01-03,1546473600,596620
2019-01-04,1546560000,549398
2019-01-05,1546646400,511189
2019-01-06,1546732800,487372
2019-01-07,1546819200,550964
2019-01-08,1546905600,553367
2019-01-09,1546992000,558847
2019-01-10,1547078400,582839
2019-01-11,1547164800,541838
2019-01-12,1547251200,452707
2019-01-13,1547337600,481347
2019-01-14,1547424000,577239
2019-01-15,1547510400,539896
2019-01-16,1547596800,507687
2019-01-17,1547683200,517082
2019-01-18,1547769600,538899
2019-01-19,1547856000,539125
2019-01-20,1547942400,537705
2019-01-21,1548028800,582751
2019-01-22,1548115200,605558
2019-01-23,1548201600,533819
2019-01-24,1548288000,520130
2019-01-25,1548374400,504903
2019-01-26,1548460800,464380
2019-01-27,1548547200,488814
2019-01-28,1548633600,568564
2019-01-29,1548720000,566026
2019-01-30,1548806400,555347
2019-01-31,1548892800,517057
2019-02-01,1548979200,498856
2019-02-02,1549065600,450314
2019-02-03,1549152000,424378
2019-02-04,1549238400,416394
2019-02-05,1549324800,414815
2019-02-06,1549411200,429065
2019-02-07,1549497600,428676
2019-02-08,1549584000,471952
2019-02-09,1549670400,417129
2019-02-10,1549756800,381151
2019-02-11,1549843200,429007
2019-02-12,1549929600,438111
2019-02-13,1550016000,491354
2019-02-14,1550102400,474782
2019-02-15,1550188800,468599
2019-02-16,1550275200,454309
2019-02-17,1550361600,447945
2019-02-18,1550448000,512455
2019-02-19,1550534400,533602
2019-02-20,1550620800,530268
2019-02-21,1550707200,544817
2019-02-22,1550793600,530839
2019-02-23,1550880000,476225
2019-02-24,1550966400,540201
2019-02-25,1551052800,573756
2019-02-26,1551139200,553925
2019-02-27,1551225600,539516
2019-02-28,1551312000,541458
2019-03-01,1551398400,547622
2019-03-02,1551484800,526912
2019-03-03,1551571200,492382
2019-03-04,1551657600,620211
2019-03-05,1551744000,598085
2019-03-06,1551830400,578932
2019-03-07,1551916800,572685
2019-03-08,1552003200,562361
2019-03-09,1552089600,555854
2019-03-10,1552176000,484038
2019-03-11,1552262400,536412
2019-03-12,1552348800,564306
2019-03-13,1552435200,573281
2019-03-14,1552521600,573828
2019-03-15,1552608000,553012
2019-03-16,1552694400,504183
2019-03-17,1552780800,494872
2019-03-18,1552867200,573940
2019-03-19,1552953600,635940
2019-03-20,1553040000,630313
2019-03-21,1553126400,618318
2019-03-22,1553212800,628700
2019-03-23,1553299200,561778
2019-03-24,1553385600,549073
2019-03-25,1553472000,648670
2019-03-26,1553558400,629010
2019-03-27,1553644800,625948
2019-03-28,1553731200,634367
2019-03-29,1553817600,640352
2019-03-30,1553904000,667967
2019-03-31,1553990400,646230
2019-04-01,1554076800,687574
2019-04-02,1554163200,758900
2019-04-03,1554249600,746605
2019-04-04,1554336000,673520
2019-04-05,1554422400,621924
2019-04-06,1554508800,559039
2019-04-07,1554595200,572886
2019-04-08,1554681600,668000
2019-04-09,1554768000,656914
2019-04-10,1554854400,674070
2019-04-11,1554940800,729032
2019-04-12,1555027200,694793
2019-04-13,1555113600,614291
2019-04-14,1555200000,551055
2019-04-15,1555286400,622058
2019-04-16,1555372800,656461
2019-04-17,1555459200,681896
2019-04-18,1555545600,697650
2019-04-19,1555632000,693183
2019-04-20,1555718400,686824
2019-04-21,1555804800,631190
2019-04-22,1555891200,719306
2019-04-23,1555977600,729268
2019-04-24,1556064000,668917
2019-04-25,1556150400,680812
2019-04-26,1556236800,661061
2019-04-27,1556323200,562687
2019-04-28,1556409600,593482
2019-04-29,1556496000,628989
2019-04-30,1556582400,707771
2019-05-01,1556668800,703790
2019-05-02,1556755200,626308
2019-05-03,1556841600,670882
2019-05-04,1556928000,623395
2019-05-05,1557014400,637464
2019-05-06,1557100800,706135
2019-05-07,1557187200,658146
2019-05-08,1557273600,686996
2019-05-09,1557360000,718440
2019-05-10,1557446400,736762
2019-05-11,1557532800,742337
2019-05-12,1557619200,715827
2019-05-13,1557705600,758695
2019-05-14,1557792000,830785
2019-05-15,1557878400,847606
2019-05-16,1557964800,908208
2019-05-17,1558051200,810320
2019-05-18,1558137600,735420
2019-05-19,1558224000,752431
2019-05-20,1558310400,860161
2019-05-21,1558396800,812799
2019-05-22,1558483200,873384
2019-05-23,1558569600,846724
2019-05-24,1558656000,904057
2019-05-25,1558742400,839949
2019-05-26,1558828800,763094
2019-05-27,1558915200,941733
2019-05-28,1559001600,910535
2019-05-29,1559088000,947509
2019-05-30,1559174400,891907
2019-05-31,1559260800,870676
2019-06-01,1559347200,956751
2019-06-02,1559433600,890894
2019-06-03,1559520000,889067
2019-06-04,1559606400,891955
2019-06-05,1559692800,799392
2019-06-06,1559779200,824817
2019-06-07,1559865600,758454
2019-06-08,1559952000,992653
2019-06-09,1560038400,715741
2019-06-10,1560124800,963694
2019-06-11,1560211200,930038
2019-06-12,1560297600,860682
2019-06-13,1560384000,749758
2019-06-14,1560470400,825364
2019-06-15,1560556800,938952
2019-06-16,1560643200,888979
2019-06-17,1560729600,944094
2019-06-18,1560816000,850016
2019-06-19,1560902400,886054
2019-06-20,1560988800,985024
2019-06-21,1561075200,777627
2019-06-22,1561161600,758133
2019-06-23,1561248000,773499
2019-06-24,1561334400,809637
2019-06-25,1561420800,932194
2019-06-26,1561507200,848601
2019-06-27,1561593600,814118
2019-06-28,1561680000,1004170
2019-06-29,1561766400,733337
2019-06-30,1561852800,685958
2019-07-01,1561939200,951985
2019-07-02,1562025600,895054
2019-07-03,1562112000,753227
2019-07-04,1562198400,747514
2019-07-05,1562284800,849080
2019-07-06,1562371200,754040
2019-07-07,1562457600,582067
2019-07-08,1562544000,809796
2019-07-09,1562630400,771955
2019-07-10,1562716800,736096
2019-07-11,1562803200,975288
2019-07-12,1562889600,726392
2019-07-13,1562976000,587283
2019-07-14,1563062400,613490
2019-07-15,1563148800,743294
2019-07-16,1563235200,1003278
2019-07-17,1563321600,830029
2019-07-18,1563408000,667874
2019-07-19,1563494400,815548
2019-07-20,1563580800,584085
2019-07-21,1563667200,522416
2019-07-22,1563753600,640666
2019-07-23,1563840000,606795
2019-07-24,1563926400,907213
2019-07-25,1564012800,949864
2019-07-26,1564099200,640260
2019-07-27,1564185600,577697
2019-07-28,1564272000,572697
2019-07-29,1564358400,676990
2019-07-30,1564444800,715782
2019-07-31,1564531200,684284
2019-08-01,1564617600,877643
2019-08-02,1564704000,768312
2019-08-03,1564790400,783492
2019-08-04,1564876800,569134
2019-08-05,1564963200,718438
2019-08-06,1565049600,732052
2019-08-07,1565136000,742477
2019-08-08,1565222400,692736
2019-08-09,1565308800,721762
2019-08-10,1565395200,630929
2019-08-11,1565481600,582507
2019-08-12,1565568000,712949
2019-08-13,1565654400,698671
2019-08-14,1565740800,736647
2019-08-15,1565827200,689076
2019-08-16,1565913600,718875
2019-08-17,1566000000,641106
2019-08-18,1566086400,627260
2019-08-19,1566172800,724461
2019-08-20,1566259200,733520
2019-08-21,1566345600,731500
2019-08-22,1566432000,737144
2019-08-23,1566518400,733282
2019-08-24,1566604800,684235
2019-08-25,1566691200,677260
2019-08-26,1566777600,750845
2019-08-27,1566864000,748158
2019-08-28,1566950400,722262
2019-08-29,1567036800,724189
2019-08-30,1567123200,713194
2019-08-31,1567209600,679773
2019-09-01,1567296000,690235
2019-09-02,1567382400,757539
2019-09-03,1567468800,751224
2019-09-04,1567555200,714432
2019-09-05,1567641600,769872
2019-09-06,1567728000,768500
2019-09-07,1567814400,677445
2019-09-08,1567900800,675137
2019-09-09,1567987200,756508
2019-09-10,1568073600,691617
2019-09-11,1568160000,705292
2019-09-12,1568246400,723726
2019-09-13,1568332800,623470
2019-09-14,1568419200,628467
2019-09-15,1568505600,633961
2019-09-16,1568592000,733010
2019-09-17,1568678400,681814
2019-09-18,1568764800,708743
2019-09-19,1568851200,692484
2019-09-20,1568937600,717128
2019-09-21,1569024000,596973
2019-09-22,1569110400,576563
2019-09-23,1569196800,639394
2019-09-24,1569283200,709522
2019-09-25,1569369600,677675
2019-09-26,1569456000,657676
2019-09-27,1569542400,623632
2019-09-28,1569628800,607857
2019-09-29,1569715200,591986
2019-09-30,1569801600,683924
2019-10-01,1569888000,645073
2019-10-02,1569974400,627137
2019-10-03,1570060800,615189
2019-10-04,1570147200,590197
2019-10-05,1570233600,595118
2019-10-06,1570320000,571769
2019-10-07,1570406400,629382
2019-10-08,1570492800,710373
2019-10-09,1570579200,751354
2019-10-10,1570665600,706127
2019-10-11,1570752000,702673
2019-10-12,1570838400,634450
2019-10-13,1570924800,566845
2019-10-14,1571011200,650601
2019-10-15,1571097600,690703
2019-10-16,1571184000,694589
2019-10-17,1571270400,703704
2019-10-18,1571356800,733646
2019-10-19,1571443200,665170
2019-10-20,1571529600,612341
2019-10-21,1571616000,678528
2019-10-22,1571702400,726230
2019-10-23,1571788800,736388
2019-10-24,1571875200,724917
2019-10-25,1571961600,741655
2019-10-26,1572048000,716822
2019-10-27,1572134400,642955
2019-10-28,1572220800,721335
2019-10-29,1572307200,707622
2019-10-30,1572393600,717618
2019-10-31,1572480000,744118
2019-11-01,1572566400,705019
2019-11-02,1572652800,590976
2019-11-03,1572739200,571113
2019-11-04,1572825600,670783
2019-11-05,1572912000,739254
2019-11-06,1572998400,707733
2019-11-07,1573084800,857371
2019-11-08,1573171200,699138
2019-11-09,1573257600,604007
2019-11-10,1573344000,609364
2019-11-11,1573430400,710155
2019-11-12,1573516800,708660
2019-11-13,1573603200,713551
2019-11-14,1573689600,679505
2019-11-15,1573776000,683049
2019-11-16,1573862400,596661
2019-11-17,1573948800,600168
2019-11-18,1574035200,734472
2019-11-19,1574121600,735532
2019-11-20,1574208000,689771
2019-11-21,1574294400,762896
2019-11-22,1574380800,794748
2019-11-23,1574467200,631670
2019-11-24,1574553600,596880
2019-11-25,1574640000,762888
2019-11-26,1574726400,679733
2019-11-27,1574812800,674957
2019-11-28,1574899200,623080
2019-11-29,1574985600,670568
2019-11-30,1575072000,584871
2019-12-01,1575158400,615069
2019-12-02,1575244800,681210
2019-12-03,1575331200,610528
2019-12-04,1575417600,661004
2019-12-05,1575504000,617647
2019-12-06,1575590400,573666
2019-12-07,1575676800,488124
2019-12-08,1575763200,440672
2019-12-09,1575849600,635462
2019-12-10,1575936000,631603
2019-12-11,1576022400,625349
2019-12-12,1576108800,635638
2019-12-13,1576195200,621511
2019-12-14,1576281600,551143
2019-12-15,1576368000,526996
2019-12-16,1576454400,634682
2019-12-17,1576540800,646999
2019-12-18,1576627200,663295
2019-12-19,1576713600,620140
2019-12-20,1576800000,614338
2019-12-21,1576886400,545378
2019-12-22,1576972800,529935
2019-12-23,1577059200,631635
2019-12-24,1577145600,602814
2019-12-25,1577232000,565093
2019-12-26,1577318400,586645
2019-12-27,1577404800,580029
2019-12-28,1577491200,516438
2019-12-29,1577577600,480131
2019-12-30,1577664000,584426
2019-12-31,1577750400,554215
2020-01-01,1577836800,466526
2020-01-02,1577923200,505639
2020-01-03,1578009600,581641
2020-01-04,1578096000,559074
2020-01-05,1578182400,524664
2020-01-06,1578268800,626525
2020-01-07,1578355200,646478
2020-01-08,1578441600,653831
2020-01-09,1578528000,621399
2020-01-10,1578614400,605095
2020-01-11,1578700800,549612
2020-01-12,1578787200,523951
2020-01-13,1578873600,565389
2020-01-14,1578960000,671748
2020-01-15,1579046400,698399
2020-01-16,1579132800,693649
2020-01-17,1579219200,676556
2020-01-18,1579305600,628211
2020-01-19,1579392000,615368
2020-01-20,1579478400,599266
2020-01-21,1579564800,558962
2020-01-22,1579651200,513767
2020-01-23,1579737600,552533
2020-01-24,1579824000,497135
2020-01-25,1579910400,435515
2020-01-26,1579996800,428839
2020-01-27,1580083200,476541
2020-01-28,1580169600,526284
2020-01-29,1580256000,551529
2020-01-30,1580342400,566052
2020-01-31,1580428800,583358
2020-02-01,1580515200,545761
2020-02-02,1580601600,530094
2020-02-03,1580688000,621191
2020-02-04,1580774400,524476
2020-02-05,1580860800,610780
2020-02-06,1580947200,606505
2020-02-07,1581033600,626252
2020-02-08,1581120000,661649
2020-02-09,1581206400,628631
2020-02-10,1581292800,668760
2020-02-11,1581379200,709280
2020-02-12,1581465600,798162
2020-02-13,1581552000,764763
2020-02-14,1581638400,771827
2020-02-15,1581724800,699151
2020-02-16,1581811200,661490
2020-02-17,1581897600,695366
2020-02-18,1581984000,733983
2020-02-19,1582070400,695837
2020-02-20,1582156800,689600
2020-02-21,1582243200,670542
2020-02-22,1582329600,605859
2020-02-23,1582416000,606290
2020-02-24,1582502400,687702
2020-02-25,1582588800,670257
2020-02-26,1582675200,704929
2020-02-27,1582761600,714482
2020-02-28,1582848000,688694
2020-02-29,1582934400,620465
2020-03-01,1583020800,628500
2020-03-02,1583107200,681477
2020-03-03,1583193600,661419
2020-03-04,1583280000,663966
2020-03-05,1583366400,720114
2020-03-06,1583452800,676799
2020-03-07,1583539200,630992
2020-03-08,1583625600,662565
2020-03-09,1583712000,784085
2020-03-10,1583798400,760588
2020-03-11,1583884800,713065
2020-03-12,1583971200,760781
2020-03-13,1584057600,847947
2020-03-14,1584144000,681830
2020-03-15,1584230400,657653
2020-03-16,1584316800,784094
2020-03-17,1584403200,763100
2020-03-18,1584489600,768437
2020-03-19,1584576000,864017
2020-03-20,1584662400,822158
2020-03-21,1584748800,857503
2020-03-22,1584835200,746195
2020-03-23,1584921600,801238
2020-03-24,1585008000,791900
2020-03-25,1585094400,765389
2020-03-26,1585180800,772649
2020-03-27,1585267200,748776
2020-03-28,1585353600,667726
2020-03-29,1585440000,607984
2020-03-30,1585526400,724004
2020-03-31,1585612800,731749
2020-04-01,1585699200,683007
2020-04-02,1585785600,720554
2020-04-03,1585872000,722688
2020-04-04,1585958400,625952
2020-04-05,1586044800,614001
2020-04-06,1586131200,771300
2020-04-07,1586217600,783472
2020-04-08,1586304000,830223
2020-04-09,1586390400,727502
2020-04-10,1586476800,745643
2020-04-11,1586563200,680523
2020-04-12,1586649600,678530
2020-04-13,1586736000,744306
2020-04-14,1586822400,813972
2020-04-15,1586908800,792152
2020-04-16,1586995200,790334
2020-04-17,1587081600,785639
2020-04-18,1587168000,783111
2020-04-19,1587254400,741675
2020-04-20,1587340800,828885
2020-04-21,1587427200,812963
2020-04-22,1587513600,790519
2020-04-23,1587600000,826397
2020-04-24,1587686400,846807
2020-04-25,1587772800,792299
2020-04-26,1587859200,801949
2020-04-27,1587945600,841193
2020-04-28,1588032000,838453
2020-04-29,1588118400,897881
2020-04-30,1588204800,899459
2020-05-01,1588291200,827138
2020-05-02,1588377600,765990
2020-05-03,1588464000,789689
2020-05-04,1588550400,774035
2020-05-05,1588636800,785518
2020-05-06,1588723200,833506
2020-05-07,1588809600,877129
2020-05-08,1588896000,887756
2020-05-09,1588982400,894382
2020-05-10,1589068800,879153
2020-05-11,1589155200,887554
2020-05-12,1589241600,880678
2020-05-13,1589328000,856962
2020-05-14,1589414400,820300
2020-05-15,1589500800,888691
2020-05-16,1589587200,875030
2020-05-17,1589673600,808464
2020-05-18,1589760000,857645
2020-05-19,1589846400,848038
2020-05-20,1589932800,855377
2020-05-21,1590019200,867704
2020-05-22,1590105600,916282
2020-05-23,1590192000,868425
2020-05-24,1590278400,825755
2020-05-25,1590364800,875607
2020-05-26,1590451200,916975
2020-05-27,1590537600,896217
2020-05-28,1590624000,907265
2020-05-29,1590710400,949269
2020-05-30,1590796800,881950
2020-05-31,1590883200,850103
2020-06-01,1590969600,929874
2020-06-02,1591056000,980902
2020-06-03,1591142400,898364
2020-06-04,1591228800,930407
2020-06-05,1591315200,901995
2020-06-06,1591401600,946196
2020-06-07,1591488000,943786
2020-06-08,1591574400,966206
2020-06-09,1591660800,923075
2020-06-10,1591747200,939890
2020-06-11,1591833600,925331
2020-06-12,1591920000,889318
2020-06-13,1592006400,833267
2020-06-14,1592092800,785017
2020-06-15,1592179200,912281
2020-06-16,1592265600,904928
2020-06-17,1592352000,879736
2020-06-18,1592438400,913845
2020-06-19,1592524800,945942
2020-06-20,1592611200,941415
2020-06-21,1592697600,987058
2020-06-22,1592784000,1092083
2020-06-23,1592870400,1119442
2020-06-24,1592956800,1070862
2020-06-25,1593043200,1041742
2020-06-26,1593129600,1017505
2020-06-27,1593216000,1017138
2020-06-28,1593302400,997731
2020-06-29,1593388800,1056189
2020-06-30,1593475200,1111318
2020-07-01,1593561600,1044438
2020-07-02,1593648000,1039119
2020-07-03,1593734400,1022098
2020-07-04,1593820800,946287
2020-07-05,1593907200,880075
2020-07-06,1593993600,1020012
2020-07-07,1594080000,1064506
2020-07-08,1594166400,1092210
2020-07-09,1594252800,1070343
2020-07-10,1594339200,1034806
2020-07-11,1594425600,982930
2020-07-12,1594512000,997960
2020-07-13,1594598400,1151834
2020-07-14,1594684800,1098661
2020-07-15,1594771200,1111360
2020-07-16,1594857600,1068620
2020-07-17,1594944000,1078101
2020-07-18,1595030400,1071509
2020-07-19,1595116800,1082448
2020-07-20,1595203200,1143700
2020-07-21,1595289600,1120095
2020-07-22,1595376000,1138040
2020-07-23,1595462400,1147143
2020-07-24,1595548800,1146282
2020-07-25,1595635200,1175506
2020-07-26,1595721600,1137893
2020-07-27,1595808000,1261456
2020-07-28,1595894400,1222353
2020-07-29,1595980800,1163851
2020-07-30,1596067200,1164479
2020-07-31,1596153600,1218838
2020-08-01,1596240000,1171566
2020-08-02,1596326400,1125886
2020-08-03,1596412800,1176793
2020-08-04,1596499200,1164208
2020-08-05,1596585600,1182699
2020-08-06,1596672000,1215885
2020-08-07,1596758400,1249695
2020-08-08,1596844800,1182406
2020-08-09,1596931200,1229151
2020-08-10,1597017600,1289980
2020-08-11,1597104000,1254244
2020-08-12,1597190400,1229214
2020-08-13,1597276800,1209139
2020-08-14,1597363200,1201546
2020-08-15,1597449600,1107833
2020-08-16,1597536000,1152369
2020-08-17,1597622400,1181976
2020-08-18,1597708800,1229256
2020-08-19,1597795200,1216891
2020-08-20,1597881600,1182994
2020-08-21,1597968000,1256752
2020-08-22,1598054400,1102479
2020-08-23,1598140800,1122524
