Date(UTC),UnixTimeStamp,Value
2020-08-24,1598227200,1162182
2020-08-25,1598313600,1138199
2020-08-26,1598400000,1166218
2020-08-27,1598486400,1136576
2020-08-28,1598572800,1131912
2020-08-29,1598659200,1130992
2020-08-30,1598745600,1142415
2020-08-31,1598832000,1235856
2020-09-01,1598918400,1245701
2020-09-02,1599004800,1181212
2020-09-03,1599091200,1149636
2020-09-04,1599177600,1141207
2020-09-05,1599264000,1040906
2020-09-06,1599350400,1026667
2020-09-07,1599436800,1051480
2020-09-08,1599523200,1026700
2020-09-09,1599609600,1052603
2020-09-10,1599696000,1120964
2020-09-11,1599782400,1074413
2020-09-12,1599868800,1034584
2020-09-13,1599955200,1042047
2020-09-14,1600041600,1079688
2020-09-15,1600128000,1089837
2020-09-16,1600214400,1035013
2020-09-17,1600300800,1406016
2020-09-18,1600387200,1244808
2020-09-19,1600473600,1090001
2020-09-20,1600560000,1095309
2020-09-21,1600646400,1133662
2020-09-22,1600732800,1081497
2020-09-23,1600819200,1084100
2020-09-24,1600905600,1087537
2020-09-25,1600992000,1034790
2020-09-26,1601078400,984559
2020-09-27,1601164800,966479
2020-09-28,1601251200,1080187
2020-09-29,1601337600,1088234
2020-09-30,1601424000,1079040
2020-10-01,1601510400,1018741
2020-10-02,1601596800,1002138
2020-10-03,1601683200,956528
2020-10-04,1601769600,985452
2020-10-05,1601856000,1027690
2020-10-06,1601942400,1083502
2020-10-07,1602028800,1035384
2020-10-08,1602115200,1019446
2020-10-09,1602201600,1049571
2020-10-10,1602288000,1036351
2020-10-11,1602374400,1004701
2020-10-12,1602460800,1092162
2020-10-13,1602547200,1127396
2020-10-14,1602633600,1093927
2020-10-15,1602720000,1249576
2020-10-16,1602806400,1161135
2020-10-17,1602892800,1051772
2020-10-18,1602979200,995711
2020-10-19,1603065600,1128930
2020-10-20,1603152000,1105678
2020-10-21,1603238400,1159354
2020-10-22,1603324800,1189043
2020-10-23,1603411200,1132837
2020-10-24,1603497600,1012156
2020-10-25,1603584000,965206
2020-10-26,1603670400,1086139
2020-10-27,1603756800,1078466
2020-10-28,1603843200,1139608
2020-10-29,1603929600,1107849
2020-10-30,1604016000,1111013
2020-10-31,1604102400,1089587
2020-11-01,1604188800,1050753
2020-11-02,1604275200,1156870
2020-11-03,1604361600,1119359
2020-11-04,1604448000,1137324
2020-11-05,1604534400,1128431
2020-11-06,1604620800,1171971
2020-11-07,1604707200,1131722
2020-11-08,1604793600,1016465
2020-11-09,1604880000,1147695
2020-11-10,1604966400,1157455
2020-11-11,1605052800,1096582
2020-11-12,1605139200,1099253
2020-11-13,1605225600,1156377
2020-11-14,1605312000,1067063
2020-11-15,1605398400,1037428
2020-11-16,1605484800,1105512
2020-11-17,1605571200,1173012
2020-11-18,1605657600,1120798
2020-11-19,1605744000,1122748
2020-11-20,1605830400,1162871
2020-11-21,1605916800,1172183
2020-11-22,1606003200,1148006
2020-11-23,1606089600,1213632
2020-11-24,1606176000,1240072
2020-11-25,1606262400,1205924
2020-11-26,1606348800,1173330
2020-11-27,1606435200,1102889
2020-11-28,1606521600,992335
2020-11-29,1606608000,993930
2020-11-30,1606694400,1183915
2020-12-01,1606780800,1172361
2020-12-02,1606867200,1071389
2020-12-03,1606953600,1114178
2020-12-04,1607040000,1134337
2020-12-05,1607126400,1055722
2020-12-06,1607212800,1034515
2020-12-07,1607299200,1102501
2020-12-08,1607385600,1149816
2020-12-09,1607472000,1150822
2020-12-10,1607558400,1092429
2020-12-11,1607644800,1122160
2020-12-12,1607731200,1092064
2020-12-13,1607817600,1142703
2020-12-14,1607904000,1241593
2020-12-15,1607990400,1215285
2020-12-16,1608076800,1261767
2020-12-17,1608163200,1342281
2020-12-18,1608249600,1193950
2020-12-19,1608336000,1162872
2020-12-20,1608422400,1074305
2020-12-21,1608508800,1146949
2020-12-22,1608595200,1147101
2020-12-23,1608681600,1254308
2020-12-24,1608768000,1142743
2020-12-25,1608854400,1140417
2020-12-26,1608940800,1139562
2020-12-27,1609027200,1177372
2020-12-28,1609113600,1256783
2020-12-29,1609200000,1206703
2020-12-30,1609286400,1227653
2020-12-31,1609372800,1163876
2021-01-01,1609459200,1136712
2021-01-02,1609545600,1170839
2021-01-03,1609632000,1234419
2021-01-04,1609718400,1275169
2021-01-05,1609804800,1258441
2021-01-06,1609891200,1280434
2021-01-07,1609977600,1298568
2021-01-08,1610064000,1288953
2021-01-09,1610150400,1231759
2021-01-10,1610236800,1210603
2021-01-11,1610323200,1280285
2021-01-12,1610409600,1165508
2021-01-13,1610496000,1126532
2021-01-14,1610582400,1184604
2021-01-15,1610668800,1227187
2021-01-16,1610755200,1193339
2021-01-17,1610841600,1133096
2021-01-18,1610928000,1217953
2021-01-19,1611014400,1252236
2021-01-20,1611100800,1213930
2021-01-21,1611187200,1178190
2021-01-22,1611273600,1182794
2021-01-23,1611360000,1140666
2021-01-24,1611446400,1117744
2021-01-25,1611532800,1207263
2021-01-26,1611619200,1194595
2021-01-27,1611705600,1140980
2021-01-28,1611792000,1190834
2021-01-29,1611878400,1293963
2021-01-30,1611964800,1218241
2021-01-31,1612051200,1244924
2021-02-01,1612137600,1300451
2021-02-02,1612224000,1302891
2021-02-03,1612310400,1314906
2021-02-04,1612396800,1309863
2021-02-05,1612483200,1316904
2021-02-06,1612569600,1227828
2021-02-07,1612656000,1230638
2021-02-08,1612742400,1275739
2021-02-09,1612828800,1327544
2021-02-10,1612915200,1320357
2021-02-11,1613001600,1270521
2021-02-12,1613088000,1290300
2021-02-13,1613174400,1252364
2021-02-14,1613260800,1206665
2021-02-15,1613347200,1210500
2021-02-16,1613433600,1217916
2021-02-17,1613520000,1258503
2021-02-18,1613606400,1298425
2021-02-19,1613692800,1323618
2021-02-20,1613779200,1337507
2021-02-21,1613865600,1233518
2021-02-22,1613952000,1312178
2021-02-23,1614038400,1302882
2021-02-24,1614124800,1285208
2021-02-25,1614211200,1232758
2021-02-26,1614297600,1236241
2021-02-27,1614384000,1202432
2021-02-28,1614470400,1179859
2021-03-01,1614556800,1185925
2021-03-02,1614643200,1240182
2021-03-03,1614729600,1235048
2021-03-04,1614816000,1234903
2021-03-05,1614902400,1208640
2021-03-06,1614988800,1160519
2021-03-07,1615075200,1180104
2021-03-08,1615161600,1216417
2021-03-09,1615248000,1275347
2021-03-10,1615334400,1256065
2021-03-11,1615420800,1284767
2021-03-12,1615507200,1325679
2021-03-13,1615593600,1293352
2021-03-14,1615680000,1277890
2021-03-15,1615766400,1321388
2021-03-16,1615852800,1308992
2021-03-17,1615939200,1272298
2021-03-18,1616025600,1299760
2021-03-19,1616112000,1291231
2021-03-20,1616198400,1262309
2021-03-21,1616284800,1206064
2021-03-22,1616371200,1307460
2021-03-23,1616457600,1298959
2021-03-24,1616544000,1309468
2021-03-25,1616630400,1349663
2021-03-26,1616716800,1265836
2021-03-27,1616803200,1230764
2021-03-28,1616889600,1211918
2021-03-29,1616976000,1269901
2021-03-30,1617062400,1300973
2021-03-31,1617148800,1354603
2021-04-01,1617235200,1368006
2021-04-02,1617321600,1358619
2021-04-03,1617408000,1293333
2021-04-04,1617494400,1197875
2021-04-05,1617580800,1296946
2021-04-06,1617667200,1335799
2021-04-07,1617753600,1293255
2021-04-08,1617840000,1284449
2021-04-09,1617926400,1300882
2021-04-10,1618012800,1315016
2021-04-11,1618099200,1256904
2021-04-12,1618185600,1347983
2021-04-13,1618272000,1350467
2021-04-14,1618358400,1386341
2021-04-15,1618444800,1197340
2021-04-16,1618531200,1426977
2021-04-17,1618617600,1453000
2021-04-18,1618704000,1396766
2021-04-19,1618790400,1476842
2021-04-20,1618876800,1555560
2021-04-21,1618963200,1565355
2021-04-22,1619049600,1577266
2021-04-23,1619136000,1537100
2021-04-24,1619222400,1389103
2021-04-25,1619308800,1389350
2021-04-26,1619395200,1448466
2021-04-27,1619481600,1448293
2021-04-28,1619568000,1517604
2021-04-29,1619654400,1530717
2021-04-30,1619740800,1441230
2021-05-01,1619827200,1427568
2021-05-02,1619913600,1417458
2021-05-03,1620000000,1488804
2021-05-04,1620086400,1536119
2021-05-05,1620172800,1518877
2021-05-06,1620259200,1532197
2021-05-07,1620345600,1527890
2021-05-08,1620432000,1710882
2021-05-09,1620518400,1716600
2021-05-10,1620604800,1716489
2021-05-11,1620691200,1716051
2021-05-12,1620777600,1624077
2021-05-13,1620864000,1588560
2021-05-14,1620950400,1531689
2021-05-15,1621036800,1472680
2021-05-16,1621123200,1425115
2021-05-17,1621209600,1446627
2021-05-18,1621296000,1425053
2021-05-19,1621382400,1461174
2021-05-20,1621468800,1459146
2021-05-21,1621555200,1367394
2021-05-22,1621641600,1283663
2021-05-23,1621728000,1264253
2021-05-24,1621814400,1312739
2021-05-25,1621900800,1289446
2021-05-26,1621987200,1326432
2021-05-27,1622073600,1291385
2021-05-28,1622160000,1305078
2021-05-29,1622246400,1293425
2021-05-30,1622332800,1280282
2021-05-31,1622419200,1297889
2021-06-01,1622505600,1274354
2021-06-02,1622592000,1314178
2021-06-03,1622678400,1337711
2021-06-04,1622764800,1301803
2021-06-05,1622851200,1176676
2021-06-06,1622937600,1134526
2021-06-07,1623024000,1225549
2021-06-08,1623110400,1221063
2021-06-09,1623196800,1194275
2021-06-10,1623283200,1188556
2021-06-11,1623369600,1183286
2021-06-12,1623456000,1131777
2021-06-13,1623542400,1124736
2021-06-14,1623628800,1188556
2021-06-15,1623715200,1224101
2021-06-16,1623801600,1201109
2021-06-17,1623888000,1218956
2021-06-18,1623974400,1170182
2021-06-19,1624060800,1050189
2021-06-20,1624147200,1057288
2021-06-21,1624233600,1209567
2021-06-22,1624320000,1297644
2021-06-23,1624406400,1201974
2021-06-24,1624492800,1207012
2021-06-25,1624579200,1227331
2021-06-26,1624665600,1150460
2021-06-27,1624752000,1104703
2021-06-28,1624838400,1404100
2021-06-29,1624924800,1264320
2021-06-30,1625011200,1212214
2021-07-01,1625097600,1211710
2021-07-02,1625184000,1181574
2021-07-03,1625270400,1122543
2021-07-04,1625356800,1105343
2021-07-05,1625443200,1147895
2021-07-06,1625529600,1355421
2021-07-07,1625616000,1290979
2021-07-08,1625702400,1262627
2021-07-09,1625788800,1223691
2021-07-10,1625875200,1139265
2021-07-11,1625961600,1101766
2021-07-12,1626048000,1191465
2021-07-13,1626134400,1183412
2021-07-14,1626220800,1223130
2021-07-15,1626307200,1259972
2021-07-16,1626393600,1199018
2021-07-17,1626480000,1164624
2021-07-18,1626566400,1168843
2021-07-19,1626652800,1195218
2021-07-20,1626739200,1192750
2021-07-21,1626825600,1195171
2021-07-22,1626912000,1202844
2021-07-23,1626998400,1203397
2021-07-24,1627084800,1225509
2021-07-25,1627171200,1128848
2021-07-26,1627257600,1260619
2021-07-27,1627344000,1318124
2021-07-28,1627430400,1300283
2021-07-29,1627516800,1259128
2021-07-30,1627603200,1242337
2021-07-31,1627689600,1212322
2021-08-01,1627776000,1190618
2021-08-02,1627862400,1269470
2021-08-03,1627948800,1219663
2021-08-04,1628035200,1223841
2021-08-05,1628121600,1159663
2021-08-06,1628208000,1212021
2021-08-07,1628294400,1198433
2021-08-08,1628380800,1184278
2021-08-09,1628467200,1218594
2021-08-10,1628553600,1212289
2021-08-11,1628640000,1234409
2021-08-12,1628726400,1195283
2021-08-13,1628812800,1197050
2021-08-14,1628899200,1159942
2021-08-15,1628985600,1125295
2021-08-16,1629072000,1253968
2021-08-17,1629158400,1252163
2021-08-18,1629244800,1201544
2021-08-19,1629331200,1255453
2021-08-20,1629417600,1260054
2021-08-21,1629504000,1186758
2021-08-22,1629590400,1183893
2021-08-23,1629676800,1245624
2021-08-24,1629763200,1247051
2021-08-25,1629849600,1184780
2021-08-26,1629936000,1175063
2021-08-27,1630022400,1119072
2021-08-28,1630108800,1131721
2021-08-29,1630195200,1147150
2021-08-30,1630281600,1198993
2021-08-31,1630368000,1206314
2021-09-01,1630454400,1225104
2021-09-02,1630540800,1261258
2021-09-03,1630627200,1198777
2021-09-04,1630713600,1189085
2021-09-05,1630800000,1136467
2021-09-06,1630886400,1206493
2021-09-07,1630972800,1308071
2021-09-08,1631059200,1178449
2021-09-09,1631145600,1219850
2021-09-10,1631232000,1244706
2021-09-11,1631318400,1249438
2021-09-12,1631404800,1211328
2021-09-13,1631491200,1267491
2021-09-14,1631577600,1231240
2021-09-15,1631664000,1207590
2021-09-16,1631750400,1224358
2021-09-17,1631836800,1187578
2021-09-18,1631923200,1143178
2021-09-19,1632009600,1128226
2021-09-20,1632096000,1174559
2021-09-21,1632182400,1193295
2021-09-22,1632268800,1174030
2021-09-23,1632355200,1193053
2021-09-24,1632441600,1152685
2021-09-25,1632528000,1121078
2021-09-26,1632614400,1088537
2021-09-27,1632700800,1133903
2021-09-28,1632787200,1108122
2021-09-29,1632873600,1135869
2021-09-30,1632960000,1116157
2021-10-01,1633046400,1207263
2021-10-02,1633132800,1117899
2021-10-03,1633219200,1130224
2021-10-04,1633305600,1121513
2021-10-05,1633392000,1235674
2021-10-06,1633478400,1337833
2021-10-07,1633564800,1344295
2021-10-08,1633651200,1287034
2021-10-09,1633737600,1191856
2021-10-10,1633824000,1137901
2021-10-11,1633910400,1183486
2021-10-12,1633996800,1203566
2021-10-13,1634083200,1189854
2021-10-14,1634169600,1227097
2021-10-15,1634256000,1302993
2021-10-16,1634342400,1181031
2021-10-17,1634428800,1144184
2021-10-18,1634515200,1197673
2021-10-19,1634601600,1243503
2021-10-20,1634688000,1259885
2021-10-21,1634774400,1277275
2021-10-22,1634860800,1256044
2021-10-23,1634947200,1235169
2021-10-24,1635033600,1261312
2021-10-25,1635120000,1299495
2021-10-26,1635206400,1344772
2021-10-27,1635292800,1370504
2021-10-28,1635379200,1510502
2021-10-29,1635465600,1456333
2021-10-30,1635552000,1379095
2021-10-31,1635638400,1304184
2021-11-01,1635724800,1341733
2021-11-02,1635811200,1395656
2021-11-03,1635897600,1417221
2021-11-04,1635984000,1352186
2021-11-05,1636070400,1339661
2021-11-06,1636156800,1255921
2021-11-07,1636243200,1276998
2021-11-08,1636329600,1329018
2021-11-09,1636416000,1334145
2021-11-10,1636502400,1390746
2021-11-11,1636588800,1347643
2021-11-12,1636675200,1345131
2021-11-13,1636761600,1300464
2021-11-14,1636848000,1275744
2021-11-15,1636934400,1289636
2021-11-16,1637020800,1310153
2021-11-17,1637107200,1353219
2021-11-18,1637193600,1284250
2021-11-19,1637280000,1255788
2021-11-20,1637366400,1160128
2021-11-21,1637452800,1260939
2021-11-22,1637539200,1221508
2021-11-23,1637625600,1264994
2021-11-24,1637712000,1342491
2021-11-25,1637798400,1301578
2021-11-26,1637884800,1297524
2021-11-27,1637971200,1213284
2021-11-28,1638057600,1135653
2021-11-29,1638144000,1247688
2021-11-30,1638230400,1280926
2021-12-01,1638316800,1221643
2021-12-02,1638403200,1265286
2021-12-03,1638489600,1211488
2021-12-04,1638576000,1235697
2021-12-05,1638662400,1386491
2021-12-06,1638748800,1244773
2021-12-07,1638835200,1224771
2021-12-08,1638921600,1296307
2021-12-09,1639008000,1251338
2021-12-10,1639094400,1237735
2021-12-11,1639180800,1199384
2021-12-12,1639267200,1181898
2021-12-13,1639353600,1242978
2021-12-14,1639440000,1214900
2021-12-15,1639526400,1258462
2021-12-16,1639612800,1155456
2021-12-17,1639699200,1270355
2021-12-18,1639785600,1159873
2021-12-19,1639872000,1137581
2021-12-20,1639958400,1201239
2021-12-21,1640044800,1203638
2021-12-22,1640131200,1233315
2021-12-23,1640217600,1245242
2021-12-24,1640304000,1298329
2021-12-25,1640390400,1299519
2021-12-26,1640476800,1206942
2021-12-27,1640563200,1252037
2021-12-28,1640649600,1241032
2021-12-29,1640736000,1252468
2021-12-30,1640822400,1255688
2021-12-31,1640908800,1214585
2022-01-01,1640995200,1180989
2022-01-02,1641081600,1158900
2022-01-03,1641168000,1209173
2022-01-04,1641254400,1221316
2022-01-05,1641340800,1249628
2022-01-06,1641427200,1212495
2022-01-07,1641513600,1188490
2022-01-08,1641600000,1183873
2022-01-09,1641686400,1108322
2022-01-10,1641772800,1233195
2022-01-11,1641859200,1277649
2022-01-12,1641945600,1283346
2022-01-13,1642032000,1282921
2022-01-14,1642118400,1218460
2022-01-15,1642204800,1174849
2022-01-16,1642291200,1162954
2022-01-17,1642377600,1198719
2022-01-18,1642464000,1169526
2022-01-19,1642550400,1223143
2022-01-20,1642636800,1190018
2022-01-21,1642723200,1189898
2022-01-22,1642809600,1204920
2022-01-23,1642896000,1077884
2022-01-24,1642982400,1147109
2022-01-25,1643068800,1177640
2022-01-26,1643155200,1146116
2022-01-27,1643241600,1133684
2022-01-28,1643328000,1137559
2022-01-29,1643414400,1147157
2022-01-30,1643500800,1183850
2022-01-31,1643587200,1177345
2022-02-01,1643673600,1173199
2022-02-02,1643760000,1152665
2022-02-03,1643846400,1111215
2022-02-04,1643932800,1168994
2022-02-05,1644019200,1235023
2022-02-06,1644105600,1173884
2022-02-07,1644192000,1163338
2022-02-08,1644278400,1180780
2022-02-09,1644364800,1205889
2022-02-10,1644451200,1205676
2022-02-11,1644537600,1183966
2022-02-12,1644624000,1114648
2022-02-13,1644710400,1115296
2022-02-14,1644796800,1147522
2022-02-15,1644883200,1192633
2022-02-16,1644969600,1194693
2022-02-17,1645056000,1141997
2022-02-18,1645142400,1252754
2022-02-19,1645228800,1150162
2022-02-20,1645315200,1343869
2022-02-21,1645401600,1134349
2022-02-22,1645488000,1129213
2022-02-23,1645574400,1147632
2022-02-24,1645660800,1181182
2022-02-25,1645747200,1137898
2022-02-26,1645833600,1167802
2022-02-27,1645920000,1125065
2022-02-28,1646006400,1108112
2022-03-01,1646092800,1161564
2022-03-02,1646179200,1191369
2022-03-03,1646265600,1167187
2022-03-04,1646352000,1167450
2022-03-05,1646438400,1077981
2022-03-06,1646524800,1123245
2022-03-07,1646611200,1174568
2022-03-08,1646697600,1195626
2022-03-09,1646784000,1178322
2022-03-10,1646870400,1229591
2022-03-11,1646956800,1119334
2022-03-12,1647043200,1120627
2022-03-13,1647129600,1041827
2022-03-14,1647216000,1097913
2022-03-15,1647302400,1190207
2022-03-16,1647388800,1236011
2022-03-17,1647475200,1174532
2022-03-18,1647561600,1265944
2022-03-19,1647648000,1127607
2022-03-20,1647734400,1119066
2022-03-21,1647820800,1162829
2022-03-22,1647907200,1220571
2022-03-23,1647993600,1164437
2022-03-24,1648080000,1151969
2022-03-25,1648166400,1146814
2022-03-26,1648252800,1123878
2022-03-27,1648339200,1122675
2022-03-28,1648425600,1218023
2022-03-29,1648512000,1199899
2022-03-30,1648598400,1152200
2022-03-31,1648684800,1167121
2022-04-01,1648771200,1159493
2022-04-02,1648857600,1094668
2022-04-03,1648944000,1060779
2022-04-04,1649030400,1105170
2022-04-05,1649116800,1087129
2022-04-06,1649203200,1127174
2022-04-07,1649289600,1127793
2022-04-08,1649376000,1104419
2022-04-09,1649462400,1085399
2022-04-10,1649548800,1104239
2022-04-11,1649635200,1113264
2022-04-12,1649721600,1112524
2022-04-13,1649808000,1067983
2022-04-14,1649894400,1117285
2022-04-15,1649980800,1110994
2022-04-16,1650067200,1059286
2022-04-17,1650153600,1043251
2022-04-18,1650240000,1103439
2022-04-19,1650326400,1214496
2022-04-20,1650412800,1241534
2022-04-21,1650499200,1119925
2022-04-22,1650585600,1144822
2022-04-23,1650672000,1051478
2022-04-24,1650758400,1071778
2022-04-25,1650844800,1149227
2022-04-26,1650931200,1125250
2022-04-27,1651017600,1161504
2022-04-28,1651104000,1155514
2022-04-29,1651190400,1168081
2022-04-30,1651276800,1211671
2022-05-01,1651363200,1154787
2022-05-02,1651449600,1112065
2022-05-03,1651536000,1077506
2022-05-04,1651622400,1102254
2022-05-05,1651708800,1187804
2022-05-06,1651795200,1116562
2022-05-07,1651881600,1051489
2022-05-08,1651968000,1087198
2022-05-09,1652054400,1158340
2022-05-10,1652140800,1202934
2022-05-11,1652227200,1210708
2022-05-12,1652313600,1327755
2022-05-13,1652400000,1342405
2022-05-14,1652486400,1139785
2022-05-15,1652572800,1089441
2022-05-16,1652659200,1124352
2022-05-17,1652745600,1135718
2022-05-18,1652832000,1177913
2022-05-19,1652918400,1093367
2022-05-20,1653004800,1112811
2022-05-21,1653091200,1094539
2022-05-22,1653177600,1055644
2022-05-23,1653264000,1085863
2022-05-24,1653350400,1100715
2022-05-25,1653436800,1094639
2022-05-26,1653523200,1071180
2022-05-27,1653609600,1093469
2022-05-28,1653696000,1069802
2022-05-29,1653782400,1065407
2022-05-30,1653868800,1070320
2022-05-31,1653955200,1149142
2022-06-01,1654041600,1091260
2022-06-02,1654128000,1092776
2022-06-03,1654214400,1067485
2022-06-04,1654300800,1029121
2022-06-05,1654387200,1007109
2022-06-06,1654473600,1044319
2022-06-07,1654560000,1050984
2022-06-08,1654646400,1042749
2022-06-09,1654732800,1022462
2022-06-10,1654819200,1079448
2022-06-11,1654905600,1031618
2022-06-12,1654992000,1021635
2022-06-13,1655078400,1109435
2022-06-14,1655164800,1086757
2022-06-15,1655251200,1097000
2022-06-16,1655337600,1100312
2022-06-17,1655424000,1110579
2022-06-18,1655510400,1058336
2022-06-19,1655596800,1018674
2022-06-20,1655683200,1042748
2022-06-21,1655769600,1012862
2022-06-22,1655856000,988683
2022-06-23,1655942400,967965
2022-06-24,1656028800,1019472
2022-06-25,1656115200,939290
2022-06-26,1656201600,919721
2022-06-27,1656288000,994102
2022-06-28,1656374400,976577
2022-06-29,1656460800,1005558
2022-06-30,1656547200,1054433
2022-07-01,1656633600,1178620
2022-07-02,1656720000,1189382
2022-07-03,1656806400,1157052
2022-07-04,1656892800,1151999
2022-07-05,1656979200,1182504
2022-07-06,1657065600,1161432
2022-07-07,1657152000,1194330
2022-07-08,1657238400,1192819
2022-07-09,1657324800,1170747
2022-07-10,1657411200,1148695
2022-07-11,1657497600,1146369
2022-07-12,1657584000,1135896
2022-07-13,1657670400,1174882
2022-07-14,1657756800,1189567
2022-07-15,1657843200,1217596
2022-07-16,1657929600,1241502
2022-07-17,1658016000,1245545
2022-07-18,1658102400,1213565
2022-07-19,1658188800,1175526
2022-07-20,1658275200,1191452
2022-07-21,1658361600,1204397
2022-07-22,1658448000,1201699
2022-07-23,1658534400,1144468
2022-07-24,1658620800,1122303
2022-07-25,1658707200,1275861
2022-07-26,1658793600,1679068
2022-07-27,1658880000,1197448
2022-07-28,1658966400,1158182
2022-07-29,1659052800,1192330
2022-07-30,1659139200,1179749
2022-07-31,1659225600,1158621
2022-08-01,1659312000,1342202
2022-08-02,1659398400,1206185
2022-08-03,1659484800,1250888
2022-08-04,1659571200,1458612
2022-08-05,1659657600,1207188
2022-08-06,1659744000,1148225
2022-08-07,1659830400,1166932
2022-08-08,1659916800,1167115
2022-08-09,1660003200,1125139
2022-08-10,1660089600,1160380
2022-08-11,1660176000,1098707
2022-08-12,1660262400,1130848
2022-08-13,1660348800,1106236
2022-08-14,1660435200,1102367
2022-08-15,1660521600,1104408
2022-08-16,1660608000,1086312
2022-08-17,1660694400,1099261
2022-08-18,1660780800,1117868
2022-08-19,1660867200,1093309
2022-08-20,1660953600,1096088
2022-08-21,1661040000,1077250
2022-08-22,1661126400,1059940
2022-08-23,1661212800,1075718
2022-08-24,1661299200,1043820
2022-08-25,1661385600,1074563
2022-08-26,1661472000,1057768
2022-08-27,1661558400,1047949
2022-08-28,1661644800,1025044
2022-08-29,1661731200,1083202
2022-08-30,1661817600,1051964
2022-08-31,1661904000,1035135
2022-09-01,1661990400,1085160
2022-09-02,1662076800,1083220
2022-09-03,1662163200,1035586
2022-09-04,1662249600,1113119
2022-09-05,1662336000,1091350
2022-09-06,1662422400,1076929
2022-09-07,1662508800,1068296
2022-09-08,1662595200,1078689
2022-09-09,1662681600,1093966
2022-09-10,1662768000,998158
2022-09-11,1662854400,1024482
2022-09-12,1662940800,1068969
2022-09-13,1663027200,1093205
2022-09-14,1663113600,1109172
2022-09-15,1663200000,1265640
2022-09-16,1663286400,1311849
2022-09-17,1663372800,1322077
2022-09-18,1663459200,1156893
2022-09-19,1663545600,1138210
2022-09-20,1663632000,1149031
2022-09-21,1663718400,1100130
2022-09-22,1663804800,1118297
2022-09-23,1663891200,1119895
2022-09-24,1663977600,1109206
2022-09-25,1664064000,1107217
2022-09-26,1664150400,1141218
2022-09-27,1664236800,1214294
2022-09-28,1664323200,1109706
2022-09-29,1664409600,1129558
2022-09-30,1664496000,1225886
2022-10-01,1664582400,1158038
2022-10-02,1664668800,1163876
2022-10-03,1664755200,1307142
2022-10-04,1664841600,1185269
2022-10-05,1664928000,1169356
2022-10-06,1665014400,1202667
2022-10-07,1665100800,1180358
2022-10-08,1665187200,1180084
2022-10-09,1665273600,1068531
2022-10-10,1665360000,1123390
2022-10-11,1665446400,1130309
2022-10-12,1665532800,1074204
2022-10-13,1665619200,1124129
2022-10-14,1665705600,1071895
2022-10-15,1665792000,1037870
2022-10-16,1665878400,980678
2022-10-17,1665964800,1073063
2022-10-18,1666051200,1062562
2022-10-19,1666137600,1088602
2022-10-20,1666224000,1155589
2022-10-21,1666310400,1116822
2022-10-22,1666396800,959417
2022-10-23,1666483200,1009771
2022-10-24,1666569600,1039240
2022-10-25,1666656000,1048003
2022-10-26,1666742400,1104723
2022-10-27,1666828800,1111785
2022-10-28,1666915200,1059633
2022-10-29,1667001600,1038800
2022-10-30,1667088000,1033475
2022-10-31,1667174400,1063248
2022-11-01,1667260800,1071986
2022-11-02,1667347200,1015945
2022-11-03,1667433600,1093977
2022-11-04,1667520000,1014135
2022-11-05,1667606400,952067
2022-11-06,1667692800,962845
2022-11-07,1667779200,1106711
2022-11-08,1667865600,1132048
2022-11-09,1667952000,1219648
2022-11-10,1668038400,1184632
2022-11-11,1668124800,1118967
2022-11-12,1668211200,1033438
2022-11-13,1668297600,1133442
2022-11-14,1668384000,1192824
2022-11-15,1668470400,1136911
2022-11-16,1668556800,1083796
2022-11-17,1668643200,1103401
2022-11-18,1668729600,1008485
2022-11-19,1668816000,911890
2022-11-20,1668902400,927233
2022-11-21,1668988800,963954
2022-11-22,1669075200,962924
